feature_ID	gene_name	FC_Syn_vs_H_at_ZT0	FC_Syn_vs_H_at_ZT12	synaptic_enriched_3104	in_Cajigas_et_al 	in_Ouwenga_et_al 
ENSMUSG00000026199	Ankzf1	NaN	NaN		+	+
ENSMUSG00000036777	Anln	1.059077	1.523294	+	+	+
ENSMUSG00000031075	Ano1	NaN	NaN		+	+
ENSMUSG00000037949	Ano10	1.522008	1.534572	+	+	+
ENSMUSG00000074968	Ano3	1.483232	1.657106	+	+	+
ENSMUSG00000035189	Ano4	NaN	NaN		+	+
ENSMUSG00000064210	Ano6	NaN	NaN		+	+
ENSMUSG00000032249	Anp32a	NaN	NaN		+	+
ENSMUSG00000028333	Anp32b	1.689238	1.487009	+	+	+
ENSMUSG00000015749	Anp32e	1.960417	2.083404	+	+	+
ENSMUSG00000039062	Anpep	NaN	NaN		+	+
ENSMUSG00000033420	Antxr1	1.798184	1.680833	+	+	+
ENSMUSG00000024659	Anxa1	NaN	NaN		+	+
ENSMUSG00000021866	Anxa11	NaN	NaN		+	+
ENSMUSG00000032231	Anxa2	NaN	NaN		+	+
ENSMUSG00000029484	Anxa3	1.337423	1.9127	+	+	+
ENSMUSG00000029994	Anxa4	NaN	NaN		+	+
ENSMUSG00000027712	Anxa5	2.123712	1.949674	+	+	+
ENSMUSG00000018340	Anxa6	1.620507	1.735444	+	+	+
ENSMUSG00000021814	Anxa7	NaN	NaN		+	+
ENSMUSG00000063558	Aox1	1.709177	0.9319127	+	+	+
ENSMUSG00000074238	Ap1ar	NaN	NaN		+	+
ENSMUSG00000009090	Ap1b1	1.582995	1.674837	+	+	+
ENSMUSG00000031731	Ap1g1	NaN	NaN		+	+
ENSMUSG00000003033	Ap1m1	NaN	NaN		+	+
ENSMUSG00000004849	Ap1s1	NaN	NaN		+	+
ENSMUSG00000031367	Ap1s2	NaN	NaN		+	+
ENSMUSG00000060279	Ap2a1	1.433758	1.55686	+	+	+
ENSMUSG00000002957	Ap2a2	NaN	NaN		+	+
ENSMUSG00000035152	Ap2b1	1.610883	2.015314	+	+	+
ENSMUSG00000022841	Ap2m1	NaN	NaN		+	+
ENSMUSG00000008036	Ap2s1	NaN	NaN		+	+
ENSMUSG00000021686	Ap3b1	1.579367	2.076994	+	+	+
ENSMUSG00000062444	Ap3b2	NaN	NaN		+	+
ENSMUSG00000020198	Ap3d1	NaN	NaN		+	+
ENSMUSG00000021824	Ap3m1	NaN	NaN		+	+
ENSMUSG00000031539	Ap3m2	NaN	NaN		+	+
ENSMUSG00000024480	Ap3s1	NaN	NaN		+	+
ENSMUSG00000032952	Ap4b1	NaN	NaN		+	+
ENSMUSG00000001998	Ap4e1	NaN	NaN		+	+
ENSMUSG00000019518	Ap4m1	NaN	NaN		+	+
ENSMUSG00000020955	Ap4s1	NaN	NaN		+	+
ENSMUSG00000019979	Apaf1	NaN	NaN		+	+
ENSMUSG00000024897	Apba1	NaN	NaN		+	+
ENSMUSG00000030519	Apba2	NaN	NaN		+	+
ENSMUSG00000004931	Apba3	NaN	NaN		+	+
ENSMUSG00000037032	Apbb1	NaN	NaN		+	+
ENSMUSG00000026786	Apbb1ip	2.146154	3.713604	+	+	+
ENSMUSG00000029207	Apbb2	NaN	NaN		+	+
ENSMUSG00000005871	Apc	2.262865	2.479489	+	+	+
ENSMUSG00000020135	Apc2	1.98259	1.897458	+	+	+
ENSMUSG00000032590	Apeh	NaN	NaN		+	+
ENSMUSG00000035960	Apex1	NaN	NaN		+	
ENSMUSG00000015750	Aph1a	NaN	NaN		+	+
ENSMUSG00000032375	Aph1b	1.494291	1.515801	+	+	+
ENSMUSG00000027193	Api5	NaN	NaN		+	+
ENSMUSG00000010911	Apip	NaN	NaN		+	+
ENSMUSG00000030051	Aplf	NaN	NaN		+	+
ENSMUSG00000037010	Apln	3.353263	2.991153	+	+	+
ENSMUSG00000006651	Aplp1	1.832097	1.539042	+	+	+
ENSMUSG00000031996	Aplp2	2.000311	1.787826	+	+	+
ENSMUSG00000028070	Apoa1bp	NaN	NaN		+	+
ENSMUSG00000040613	Apobec1	NaN	NaN		+	+
ENSMUSG00000042759	Apobr	1.718699	4.172857	+	+	
ENSMUSG00000040564	Apoc1	3.814396	3.284944	+	+	+
ENSMUSG00000022548	Apod	NaN	NaN		+	+
ENSMUSG00000002985	Apoe	3.945972	3.073833	+	+	+
ENSMUSG00000090698	Apold1	NaN	NaN		+	+
ENSMUSG00000079508	Apoo	NaN	NaN		+	+
ENSMUSG00000025525	Apool	NaN	NaN		+	+
ENSMUSG00000037787	Apopt1	NaN	NaN		+	+
ENSMUSG00000022892	App	1.942591	1.805836	+	+	+
ENSMUSG00000018481	Appbp2	1.257222	1.511007	+	+	+
ENSMUSG00000040760	Appl1	NaN	NaN		+	+
ENSMUSG00000020263	Appl2	NaN	NaN		+	+
ENSMUSG00000006589	Aprt	NaN	NaN		+	+
ENSMUSG00000028411	Aptx	NaN	NaN		+	+
ENSMUSG00000042797	Aqp11	NaN	NaN		+	+
ENSMUSG00000024411	Aqp4	2.603107	2.382703	+	+	+
ENSMUSG00000032204	Aqp9	2.442309	1.750729	+	+	
ENSMUSG00000040383	Aqr	1.669869	2.108715	+	+	+
ENSMUSG00000046532	Ar	NaN	NaN		+	+
ENSMUSG00000001127	Araf	NaN	NaN		+	+
ENSMUSG00000032812	Arap1	1.562029	1.503058	+	+	+
ENSMUSG00000037999	Arap2	1.526242	1.64648	+	+	+
ENSMUSG00000022602	Arc	1.685885	1.861403	+	+	+
ENSMUSG00000032096	Arcn1	NaN	NaN		+	+
ENSMUSG00000048076	Arf1	NaN	NaN		+	+
ENSMUSG00000062421	Arf2	NaN	NaN		+	+
ENSMUSG00000051853	Arf3	NaN	NaN		+	+
ENSMUSG00000021877	Arf4	NaN	NaN		+	+
ENSMUSG00000020440	Arf5	NaN	NaN		+	+
ENSMUSG00000044147	Arf6	NaN	NaN		+	+
ENSMUSG00000027575	Arfgap1	NaN	NaN		+	+
ENSMUSG00000027255	Arfgap2	NaN	NaN		+	+
ENSMUSG00000054277	Arfgap3	NaN	NaN		+	+
ENSMUSG00000067851	Arfgef1	NaN	NaN		+	+
ENSMUSG00000074582	Arfgef2	NaN	NaN		+	+
ENSMUSG00000074513	Arfip1	1.483658	1.54603	+	+	+
ENSMUSG00000030881	Arfip2	NaN	NaN		+	+
ENSMUSG00000038671	Arfrp1	NaN	NaN		+	+
ENSMUSG00000021125	Arg2	NaN	NaN		+	+
ENSMUSG00000040459	Arglu1	NaN	NaN		+	+
ENSMUSG00000027247	Arhgap1	NaN	NaN		+	+
ENSMUSG00000037148	Arhgap10	NaN	NaN		+	+
ENSMUSG00000041219	Arhgap11a	2.802822	3.938817	+	+	+
ENSMUSG00000041225	Arhgap12	1.612447	1.557398	+	+	+
ENSMUSG00000049744	Arhgap15	NaN	NaN		+	+
ENSMUSG00000030766	Arhgap17	NaN	NaN		+	+
ENSMUSG00000053199	Arhgap20	NaN	NaN		+	+
ENSMUSG00000036591	Arhgap21	NaN	NaN		+	+
ENSMUSG00000063506	Arhgap22	NaN	NaN		+	+
ENSMUSG00000049807	Arhgap23	NaN	NaN		+	+
ENSMUSG00000057315	Arhgap24	1.537092	1.47558	+	+	+
ENSMUSG00000030047	Arhgap25	NaN	NaN		+	+
ENSMUSG00000036452	Arhgap26	NaN	NaN		+	+
ENSMUSG00000039831	Arhgap29	NaN	NaN		+	+
ENSMUSG00000048865	Arhgap30	2.420009	6.668767	+	+	+
ENSMUSG00000022799	Arhgap31	NaN	NaN		+	+
ENSMUSG00000041444	Arhgap32	NaN	NaN		+	+
ENSMUSG00000058230	Arhgap35	NaN	NaN		+	
ENSMUSG00000033697	Arhgap39	NaN	NaN		+	+
ENSMUSG00000031389	Arhgap4	NaN	NaN		+	
ENSMUSG00000050730	Arhgap42	NaN	NaN		+	+
ENSMUSG00000035133	Arhgap5	2.547543	2.807033	+	+	+
ENSMUSG00000025132	Arhgdia	NaN	NaN		+	+
ENSMUSG00000030220	Arhgdib	1.481748	2.032519	+	+	+
ENSMUSG00000073433	Arhgdig	NaN	NaN		+	+
ENSMUSG00000040940	Arhgef1	NaN	NaN		+	+
ENSMUSG00000041977	Arhgef11	NaN	NaN		+	+
ENSMUSG00000059495	Arhgef12	1.674319	1.834729	+	+	+
ENSMUSG00000032875	Arhgef17	NaN	NaN		+	+
ENSMUSG00000004568	Arhgef18	NaN	NaN		+	+
ENSMUSG00000028919	Arhgef19	2.225196	2.116419	+	+	+
ENSMUSG00000028059	Arhgef2	NaN	NaN		+	+
ENSMUSG00000019467	Arhgef25	NaN	NaN		+	+
ENSMUSG00000036885	Arhgef26	3.245942	2.749468	+	+	+
ENSMUSG00000021895	Arhgef3	NaN	NaN		+	+
ENSMUSG00000045094	Arhgef37	1.682997	1.279753	+	+	+
ENSMUSG00000037509	Arhgef4	NaN	NaN		+	+
ENSMUSG00000004562	Arhgef40	NaN	NaN		+	+
ENSMUSG00000033542	Arhgef5	NaN	NaN		+	+
ENSMUSG00000031133	Arhgef6	NaN	NaN		+	+
ENSMUSG00000031511	Arhgef7	NaN	NaN		+	+
ENSMUSG00000025656	Arhgef9	NaN	NaN		+	+
ENSMUSG00000007880	Arid1a	NaN	NaN		+	+
ENSMUSG00000069729	Arid1b	1.284612	1.542068	+	+	+
ENSMUSG00000033237	Arid2	NaN	NaN		+	+
ENSMUSG00000004661	Arid3b	NaN	NaN		+	+
ENSMUSG00000048118	Arid4a	NaN	NaN		+	+
ENSMUSG00000039219	Arid4b	NaN	NaN		+	+
ENSMUSG00000037447	Arid5a	NaN	NaN		+	+
ENSMUSG00000019947	Arid5b	NaN	NaN		+	+
ENSMUSG00000025234	Arih1	NaN	NaN		+	+
ENSMUSG00000064145	Arih2	NaN	NaN		+	+
ENSMUSG00000060904	Arl1	NaN	NaN		+	+
ENSMUSG00000043157	Arl11	1.928138	3.435488	+	+	
ENSMUSG00000022911	Arl13b	NaN	NaN		+	+
ENSMUSG00000042348	Arl15	NaN	NaN		+	+
ENSMUSG00000024944	Arl2	NaN	NaN		+	+
ENSMUSG00000031776	Arl2bp	NaN	NaN		+	+
ENSMUSG00000025035	Arl3	NaN	NaN		+	+
ENSMUSG00000047446	Arl4a	NaN	NaN		+	+
ENSMUSG00000036093	Arl5a	NaN	NaN		+	+
ENSMUSG00000017418	Arl5b	NaN	NaN		+	+
ENSMUSG00000022722	Arl6	NaN	NaN		+	+
ENSMUSG00000030654	Arl6ip1	1.697119	1.526345	+	+	+
ENSMUSG00000035199	Arl6ip5	1.523744	1.383863	+	+	+
ENSMUSG00000026960	Arl6ip6	NaN	NaN		+	+
ENSMUSG00000026426	Arl8a	NaN	NaN		+	+
ENSMUSG00000030105	Arl8b	NaN	NaN		+	+
ENSMUSG00000027599	Armc1	NaN	NaN		+	+
ENSMUSG00000038525	Armc10	NaN	NaN		+	+
ENSMUSG00000071324	Armc2	NaN	NaN		+	+
ENSMUSG00000042178	Armc5	NaN	NaN		+	+
ENSMUSG00000002343	Armc6	NaN	NaN		+	+
ENSMUSG00000057219	Armc7	NaN	NaN		+	+
ENSMUSG00000032468	Armc8	NaN	NaN		+	+
ENSMUSG00000062590	Armc9	NaN	NaN		+	+
ENSMUSG00000033460	Armcx1	NaN	NaN		+	+
ENSMUSG00000033436	Armcx2	NaN	NaN		+	+
ENSMUSG00000049047	Armcx3	NaN	NaN		+	+
ENSMUSG00000050394	Armcx6	NaN	NaN		+	
ENSMUSG00000015522	Arnt	NaN	NaN		+	+
ENSMUSG00000015709	Arnt2	1.478505	1.592641	+	+	+
ENSMUSG00000055116	Arntl	NaN	NaN		+	+
ENSMUSG00000040187	Arntl2	NaN	NaN		+	+
ENSMUSG00000029621	Arpc1a	NaN	NaN		+	+
ENSMUSG00000029622	Arpc1b	1.686347	2.133831	+	+	+
ENSMUSG00000006304	Arpc2	NaN	NaN		+	+
ENSMUSG00000029465	Arpc3	NaN	NaN		+	+
ENSMUSG00000079426	Arpc4	NaN	NaN		+	+
ENSMUSG00000008475	Arpc5	NaN	NaN		+	+
ENSMUSG00000026755	Arpc5l	NaN	NaN		+	+
ENSMUSG00000032503	Arpp21	NaN	NaN		+	+
ENSMUSG00000018909	Arrb1	1.630388	1.739159	+	+	+
ENSMUSG00000060216	Arrb2	NaN	NaN		+	+
ENSMUSG00000026972	Arrdc1	NaN	NaN		+	+
ENSMUSG00000002910	Arrdc2	NaN	NaN		+	+
ENSMUSG00000074794	Arrdc3	NaN	NaN		+	+
ENSMUSG00000042659	Arrdc4	NaN	NaN		+	+
ENSMUSG00000022620	Arsa	1.577506	1.387781	+	+	+
ENSMUSG00000042082	Arsb	1.727063	1.792247	+	+	+
ENSMUSG00000021592	Arsk	1.651081	1.561847	+	+	+
ENSMUSG00000034842	Art3	NaN	NaN		+	
ENSMUSG00000031982	Arv1	NaN	NaN		+	+
ENSMUSG00000000325	Arvcf	NaN	NaN		+	
ENSMUSG00000035277	Arx	NaN	NaN		+	+
ENSMUSG00000003559	As3mt	2.088135	1.914504	+	+	+
ENSMUSG00000031591	Asah1	NaN	NaN		+	+
ENSMUSG00000022377	Asap1	NaN	NaN		+	+
ENSMUSG00000052632	Asap2	NaN	NaN		+	+
ENSMUSG00000026311	Asb1	NaN	NaN		+	+
ENSMUSG00000033781	Asb13	NaN	NaN		+	+
ENSMUSG00000021200	Asb2	NaN	NaN		+	
ENSMUSG00000020305	Asb3	NaN	NaN		+	+
ENSMUSG00000039483	Asb6	NaN	NaN		+	+
ENSMUSG00000030509	Asb7	NaN	NaN		+	+
ENSMUSG00000048175	Asb8	NaN	NaN		+	+
ENSMUSG00000044475	Ascc1	NaN	NaN		+	+
ENSMUSG00000020412	Ascc2	NaN	NaN		+	+
ENSMUSG00000038774	Ascc3	1.282411	1.859341	+	+	+
ENSMUSG00000020052	Ascl1	NaN	NaN		+	+
ENSMUSG00000019857	Asf1a	NaN	NaN		+	+
ENSMUSG00000020884	Asgr1	NaN	NaN		+	
ENSMUSG00000028053	Ash1l	1.276867	1.585819	+	+	+
ENSMUSG00000031575	Ash2l	NaN	NaN		+	+
ENSMUSG00000025533	Asl	NaN	NaN		+	+
ENSMUSG00000052456	Asna1	NaN	NaN		+	+
ENSMUSG00000029752	Asns	NaN	NaN		+	+
ENSMUSG00000026095	Asnsd1	NaN	NaN		+	+
ENSMUSG00000020774	Aspa	NaN	NaN		+	+
ENSMUSG00000038704	Aspdh	NaN	NaN		+	+
ENSMUSG00000028207	Asph	1.879333	1.792807	+	+	+
ENSMUSG00000029348	Asphd2	NaN	NaN		+	+
ENSMUSG00000033952	Aspm	NaN	NaN		+	+
ENSMUSG00000025142	Aspscr1	NaN	NaN		+	+
ENSMUSG00000024654	Asrgl1	3.508645	3.111229	+	+	+
ENSMUSG00000076441	Ass1	NaN	NaN		+	+
ENSMUSG00000032567	Aste1	NaN	NaN		+	+
ENSMUSG00000026587	Astn1	2.033901	2.06334	+	+	+
ENSMUSG00000037486	Asxl2	NaN	NaN		+	+
ENSMUSG00000045215	Asxl3	NaN	NaN		+	+
ENSMUSG00000013662	Atad1	1.650665	1.546204	+	+	+
ENSMUSG00000022360	Atad2	NaN	NaN		+	+
ENSMUSG00000029036	Atad3a	NaN	NaN		+	+
ENSMUSG00000017550	Atad5	NaN	NaN		+	+
ENSMUSG00000024426	Atat1	NaN	NaN		+	+
ENSMUSG00000034958	Atcay	NaN	NaN		+	+
ENSMUSG00000030850	Ate1	NaN	NaN		+	+
ENSMUSG00000023027	Atf1	NaN	NaN		+	+
ENSMUSG00000027104	Atf2	NaN	NaN		+	+
ENSMUSG00000042406	Atf4	NaN	NaN		+	+
ENSMUSG00000038539	Atf5	1.937021	1.74303	+	+	+
ENSMUSG00000026663	Atf6	1.263782	1.577615	+	+	+
ENSMUSG00000015461	Atf6b	NaN	NaN		+	+
ENSMUSG00000099083	Atf7	NaN	NaN		+	
ENSMUSG00000030213	Atf7ip	NaN	NaN		+	+
ENSMUSG00000021619	Atg10	NaN	NaN		+	+
ENSMUSG00000032905	Atg12	NaN	NaN		+	+
ENSMUSG00000027244	Atg13	NaN	NaN		+	+
ENSMUSG00000037526	Atg14	NaN	NaN		+	+
ENSMUSG00000026289	Atg16l1	NaN	NaN		+	+
ENSMUSG00000047767	Atg16l2	NaN	NaN		+	+
ENSMUSG00000024773	Atg2a	NaN	NaN		+	+
ENSMUSG00000022663	Atg3	NaN	NaN		+	+
ENSMUSG00000079418	Atg4a	NaN	NaN		+	+
ENSMUSG00000026280	Atg4b	NaN	NaN		+	+
ENSMUSG00000028550	Atg4c	NaN	NaN		+	+
ENSMUSG00000002820	Atg4d	NaN	NaN		+	+
ENSMUSG00000038160	Atg5	NaN	NaN		+	+
ENSMUSG00000030314	Atg7	NaN	NaN		+	+
ENSMUSG00000033124	Atg9a	NaN	NaN		+	+
ENSMUSG00000062031	Athl1	1.814511	1.491525	+	+	+
ENSMUSG00000026192	Atic	1.526151	1.70625	+	+	+
ENSMUSG00000021066	Atl1	1.698857	1.946802	+	+	+
ENSMUSG00000059811	Atl2	1.519378	1.507889	+	+	+
ENSMUSG00000024759	Atl3	NaN	NaN		+	+
ENSMUSG00000034218	Atm	NaN	NaN		+	+
ENSMUSG00000047388	Atmin	NaN	NaN		+	+
ENSMUSG00000004263	Atn1	NaN	NaN		+	+
ENSMUSG00000018585	Atox1	NaN	NaN		+	+
ENSMUSG00000025324	Atp10a	NaN	NaN		+	+
ENSMUSG00000031441	Atp11a	NaN	NaN		+	+
ENSMUSG00000037400	Atp11b	NaN	NaN		+	+
ENSMUSG00000031862	Atp13a1	NaN	NaN		+	+
ENSMUSG00000036622	Atp13a2	NaN	NaN		+	+
ENSMUSG00000038094	Atp13a4	1.830548	1.645705	+	+	+
ENSMUSG00000048939	Atp13a5	NaN	NaN		+	+
ENSMUSG00000033161	Atp1a1	1.774187	1.852518	+	+	+
ENSMUSG00000007097	Atp1a2	3.303118	2.812273	+	+	+
ENSMUSG00000040907	Atp1a3	2.15158	1.998136	+	+	+
ENSMUSG00000026576	Atp1b1	1.73574	1.547933	+	+	+
ENSMUSG00000041329	Atp1b2	2.57352	2.252709	+	+	+
ENSMUSG00000032412	Atp1b3	NaN	NaN		+	+
ENSMUSG00000029467	Atp2a2	1.68	1.789535	+	+	+
ENSMUSG00000020788	Atp2a3	NaN	NaN		+	+
ENSMUSG00000019943	Atp2b1	1.403792	1.560371	+	+	+
ENSMUSG00000030302	Atp2b2	1.610733	1.664055	+	+	+
ENSMUSG00000031376	Atp2b3	1.197318	1.604788	+	+	+
ENSMUSG00000026463	Atp2b4	1.574791	1.84945	+	+	+
ENSMUSG00000032570	Atp2c1	NaN	NaN		+	+
ENSMUSG00000025428	Atp5a1	1.472491	1.566922	+	+	+
ENSMUSG00000025393	Atp5b	NaN	NaN		+	+
ENSMUSG00000025781	Atp5c1	NaN	NaN		+	+
ENSMUSG00000003072	Atp5d	NaN	NaN		+	+
ENSMUSG00000016252	Atp5e	NaN	NaN		+	+
ENSMUSG00000000563	Atp5f1	NaN	NaN		+	+
ENSMUSG00000006057	Atp5g1	NaN	NaN		+	+
ENSMUSG00000062683	Atp5g2	NaN	NaN		+	
ENSMUSG00000018770	Atp5g3	NaN	NaN		+	+
ENSMUSG00000034566	Atp5h	NaN	NaN		+	+
ENSMUSG00000022890	Atp5j	NaN	NaN		+	+
ENSMUSG00000038690	Atp5j2	NaN	NaN		+	+
ENSMUSG00000038717	Atp5l	NaN	NaN		+	+
ENSMUSG00000022956	Atp5o	NaN	NaN		+	+
ENSMUSG00000054894	Atp5s	NaN	NaN		+	+
ENSMUSG00000057229	Atp5sl	NaN	NaN		+	+
ENSMUSG00000019087	Atp6ap1	1.891537	1.668698	+	+	+
ENSMUSG00000078958	Atp6ap1l	NaN	NaN		+	+
ENSMUSG00000031007	Atp6ap2	1.83917	1.563984	+	+	+
ENSMUSG00000019302	Atp6v0a1	1.662228	1.807236	+	+	+
ENSMUSG00000038023	Atp6v0a2	1.820445	1.801858	+	+	+
ENSMUSG00000038600	Atp6v0a4	1.883056	1.172996	+	+	
ENSMUSG00000033379	Atp6v0b	NaN	NaN		+	+
ENSMUSG00000024121	Atp6v0c	1.775118	1.451738	+	+	+
ENSMUSG00000013160	Atp6v0d1	NaN	NaN		+	+
ENSMUSG00000039347	Atp6v0e2	NaN	NaN		+	+
ENSMUSG00000052459	Atp6v1a	1.45533	1.928705	+	+	+
ENSMUSG00000006273	Atp6v1b2	NaN	NaN		+	+
ENSMUSG00000022295	Atp6v1c1	NaN	NaN		+	+
ENSMUSG00000020566	Atp6v1c2	NaN	NaN		+	
ENSMUSG00000021114	Atp6v1d	NaN	NaN		+	+
ENSMUSG00000019210	Atp6v1e1	NaN	NaN		+	+
ENSMUSG00000004285	Atp6v1f	NaN	NaN		+	+
ENSMUSG00000039105	Atp6v1g1	NaN	NaN		+	+
ENSMUSG00000024403	Atp6v1g2	NaN	NaN		+	+
ENSMUSG00000033793	Atp6v1h	NaN	NaN		+	+
ENSMUSG00000033792	Atp7a	NaN	NaN		+	+
ENSMUSG00000006567	Atp7b	NaN	NaN		+	+
ENSMUSG00000037685	Atp8a1	1.480426	1.763003	+	+	+
ENSMUSG00000060671	Atp8b2	NaN	NaN		+	+
ENSMUSG00000027546	Atp9a	1.617596	1.535494	+	+	+
ENSMUSG00000024566	Atp9b	NaN	NaN		+	+
ENSMUSG00000028710	Atpaf1	NaN	NaN		+	+
ENSMUSG00000042709	Atpaf2	NaN	NaN		+	+
ENSMUSG00000054428	Atpif1	NaN	NaN		+	+
ENSMUSG00000032409	Atr	NaN	NaN		+	+
ENSMUSG00000025646	Atrip	NaN	NaN		+	+
ENSMUSG00000027312	Atrn	1.49365	1.635415	+	+	+
ENSMUSG00000054843	Atrnl1	1.459565	1.595948	+	+	+
ENSMUSG00000031229	Atrx	NaN	NaN		+	+
ENSMUSG00000046876	Atxn1	NaN	NaN		+	+
ENSMUSG00000016541	Atxn10	NaN	NaN		+	+
ENSMUSG00000069895	Atxn1l	NaN	NaN		+	+
ENSMUSG00000042605	Atxn2	NaN	NaN		+	+
ENSMUSG00000032637	Atxn2l	NaN	NaN		+	+
ENSMUSG00000021189	Atxn3	NaN	NaN		+	+
ENSMUSG00000021738	Atxn7	NaN	NaN		+	+
ENSMUSG00000020564	Atxn7l1	NaN	NaN		+	+
ENSMUSG00000059995	Atxn7l3	NaN	NaN		+	+
ENSMUSG00000021460	Auh	NaN	NaN		+	+
ENSMUSG00000068328	Aup1	NaN	NaN		+	+
ENSMUSG00000027496	Aurka	NaN	NaN		+	
ENSMUSG00000065990	Aurkaip1	NaN	NaN		+	+
ENSMUSG00000003604	Aven	NaN	NaN		+	+
ENSMUSG00000018821	Avpi1	NaN	NaN		+	+
ENSMUSG00000020123	Avpr1a	NaN	NaN		+	+
ENSMUSG00000024182	Axin1	NaN	NaN		+	+
ENSMUSG00000000142	Axin2	NaN	NaN		+	+
ENSMUSG00000002602	Axl	3.756477	3.097403	+	+	+
ENSMUSG00000039285	Azi2	NaN	NaN		+	+
ENSMUSG00000037458	Azin1	NaN	NaN		+	+
ENSMUSG00000060802	B2m	2.117442	2.2514	+	+	+
ENSMUSG00000043300	B3galnt1	NaN	NaN		+	+
ENSMUSG00000039242	B3galnt2	NaN	NaN		+	+
ENSMUSG00000034780	B3galt1	1.413811	1.605967	+	+	+
ENSMUSG00000033849	B3galt2	1.239749	1.547471	+	+	+
ENSMUSG00000074892	B3galt5	NaN	NaN		+	+
ENSMUSG00000050796	B3galt6	NaN	NaN		+	+
ENSMUSG00000045994	B3gat1	NaN	NaN		+	+
ENSMUSG00000026156	B3gat2	1.654359	1.854338	+	+	+
ENSMUSG00000071649	B3gat3	NaN	NaN		+	+
ENSMUSG00000051650	B3gnt2	1.007719	9.141538	+	+	
ENSMUSG00000079445	B3gnt7	1.65905	0.8306191	+	+	
ENSMUSG00000046605	B3gntl1	NaN	NaN		+	+
ENSMUSG00000006731	B4galnt1	NaN	NaN		+	+
ENSMUSG00000055629	B4galnt4	NaN	NaN		+	+
ENSMUSG00000028413	B4galt1	NaN	NaN		+	+
ENSMUSG00000028541	B4galt2	NaN	NaN		+	+
ENSMUSG00000052423	B4galt3	NaN	NaN		+	+
ENSMUSG00000022793	B4galt4	NaN	NaN		+	+
ENSMUSG00000017929	B4galt5	NaN	NaN		+	+
ENSMUSG00000056124	B4galt6	1.308212	1.536242	+	+	+
ENSMUSG00000001039	B9d1	NaN	NaN		+	+
ENSMUSG00000063439	B9d2	NaN	NaN		+	+
ENSMUSG00000022296	Baalc	2.59684	2.686689	+	+	+
ENSMUSG00000031820	Babam1	NaN	NaN		+	+
ENSMUSG00000032086	Bace1	NaN	NaN		+	+
ENSMUSG00000040605	Bace2	NaN	NaN		+	+
ENSMUSG00000025612	Bach1	NaN	NaN		+	+
ENSMUSG00000024959	Bad	NaN	NaN		+	+
ENSMUSG00000028416	Bag1	NaN	NaN		+	+
ENSMUSG00000042215	Bag2	NaN	NaN		+	+
ENSMUSG00000030847	Bag3	1.535082	1.872645	+	+	+
ENSMUSG00000037316	Bag4	NaN	NaN		+	+
ENSMUSG00000049792	Bag5	NaN	NaN		+	+
ENSMUSG00000024392	Bag6	1.424827	1.545845	+	+	+
ENSMUSG00000040007	Bahd1	NaN	NaN		+	+
ENSMUSG00000025372	Baiap2	NaN	NaN		+	+
ENSMUSG00000038859	Baiap2l1	NaN	NaN		+	+
ENSMUSG00000057789	Bak1	NaN	NaN		+	+
ENSMUSG00000024232	Bambi	NaN	NaN		+	+
ENSMUSG00000024844	Banf1	NaN	NaN		+	+
ENSMUSG00000025316	Banp	NaN	NaN		+	+
ENSMUSG00000021901	Bap1	NaN	NaN		+	+
ENSMUSG00000045763	Basp1	NaN	NaN		+	+
ENSMUSG00000003873	Bax	NaN	NaN		+	+
ENSMUSG00000035021	Baz1a	NaN	NaN		+	+
ENSMUSG00000002748	Baz1b	NaN	NaN		+	+
ENSMUSG00000040054	Baz2a	NaN	NaN		+	+
ENSMUSG00000026987	Baz2b	NaN	NaN		+	+
ENSMUSG00000006464	Bbs1	NaN	NaN		+	+
ENSMUSG00000035759	Bbs10	NaN	NaN		+	+
ENSMUSG00000031755	Bbs2	NaN	NaN		+	+
ENSMUSG00000025235	Bbs4	NaN	NaN		+	+
ENSMUSG00000063145	Bbs5	NaN	NaN		+	+
ENSMUSG00000037325	Bbs7	NaN	NaN		+	+
ENSMUSG00000035919	Bbs9	NaN	NaN		+	+
ENSMUSG00000022641	Bbx	NaN	NaN		+	+
ENSMUSG00000002980	Bcam	NaN	NaN		+	+
ENSMUSG00000004892	Bcan	2.069978	1.699796	+	+	+
ENSMUSG00000020650	Bcap29	1.745257	1.525741	+	+	+
ENSMUSG00000002015	Bcap31	1.611527	1.416167	+	+	+
ENSMUSG00000031955	Bcar1	NaN	NaN		+	+
ENSMUSG00000028121	Bcar3	2.44848	1.961057	+	+	+
ENSMUSG00000013523	Bcas1	5.828707	5.922812	+	+	+
ENSMUSG00000005687	Bcas2	NaN	NaN		+	+
ENSMUSG00000059439	Bcas3	1.312375	1.568626	+	+	+
ENSMUSG00000030268	Bcat1	NaN	NaN		+	+
ENSMUSG00000030826	Bcat2	NaN	NaN		+	+
ENSMUSG00000030983	Bccip	NaN	NaN		+	+
ENSMUSG00000037525	Bcdin3d	NaN	NaN		+	+
ENSMUSG00000027792	Bche	NaN	NaN		+	+
ENSMUSG00000060376	Bckdha	2.223193	1.749014	+	+	+
ENSMUSG00000032263	Bckdhb	NaN	NaN		+	+
ENSMUSG00000030802	Bckdk	NaN	NaN		+	+
ENSMUSG00000028191	Bcl10	NaN	NaN		+	+
ENSMUSG00000000861	Bcl11a	NaN	NaN		+	+
